,date,price
157,2022-09-05,1578.9493013433012
158,2022-09-06,1617.9354554854337
159,2022-09-07,1564.5589540302462
160,2022-09-08,1629.8832311636493
161,2022-09-09,1635.9321760130483
162,2022-09-10,1717.0769569840472
163,2022-09-11,1779.5190288833046
164,2022-09-12,1761.317355880691
165,2022-09-13,1710.1642908515214
166,2022-09-14,1573.2052136951713
167,2022-09-15,1635.3682061921256
168,2022-09-16,1471.999592516298
169,2022-09-17,1432.215807478607
170,2022-09-18,1471.2039553630448
171,2022-09-19,1335.8525523850524
172,2022-09-20,1379.920704526258
173,2022-09-21,1324.1905646155858
174,2022-09-22,1252.7745621685783
175,2022-09-23,1330.7927929218301
176,2022-09-24,1329.558806730321
177,2022-09-25,1318.099347021849
178,2022-09-26,1294.0750952797787
179,2022-09-27,1335.1212051991713
180,2022-09-28,1331.1501769338627
181,2022-09-29,1340.0230594816517
182,2022-09-30,1335.7389706335669
183,2022-10-01,1329.1460320707963
184,2022-10-02,1311.2633244162857
185,2022-10-03,1277.901345279672
186,2022-10-04,1323.5040179722914
187,2022-10-05,1363.2371821945037
188,2022-10-06,1352.5865243024869
189,2022-10-07,1351.4273691979538
190,2022-10-08,1324.8947380290601
191,2022-10-09,1315.857799905668
192,2022-10-10,1322.2697552193713
193,2022-10-11,1291.0816596695552
194,2022-10-12,1279.8833075472612
195,2022-10-13,1294.2710513882173
196,2022-10-14,1288.1640147020812
197,2022-10-15,1297.6276053223842
198,2022-10-16,1275.6937773947975
199,2022-10-16,1285.0148516652878
